company,effective_date,location,number_of_workers
Meridian Surgery Center,03-Dec-18,"Austin, TX",1
Little River Healthcare-gastroenterology,03-Dec-18,"Round Rock, TX",3
Georgetown Orthopedics,03-Dec-18,"Georgetown, TX",32
Georgetown Imaging,03-Dec-18,"Georgetown, TX",13
Harker Heights Women's Center,03-Dec-18,"Harker Heights, TX",4
Killeen Clinic,03-Dec-18,"Killeen, TX",4
Little River Healthcare Pharmacy,03-Dec-18,"Temple, TX",6
King's Daughters Clinic,03-Dec-18,"Temple, TX",4
Temple Surgery Center,03-Dec-18,"Temple, TX",124
Waco Imaging,03-Dec-18,"Waco, TX",6
Central Texas Urology,03-Dec-18,"Waco, TX",33
Manager Group-Austin,03-Dec-18,"Austin, TX",6
Manager Group-Temple,03-Dec-18,"Temple, TX",20
Bergeson Spine Clinic,03-Dec-18,"Georgetown, TX",6
Petrobras America Inc.,03-Dec-18,"Houston, TX",50
Rockdale Hospital,03-Dec-18,"Rockdale, TX",148
Boeing - El Paso,21-Nov-18,"El Paso, TX",2
Comerica Inc.,19-Nov-18,"Dallas, TX",60
"Pioneer Natural Sands, LLC.-Brady Plant",13-Nov-18,"Brady, TX",219
Altice,09-Nov-18,"Lubbock, TX",147
"Product & Logistics Services, LLC.",08-Nov-18,"Von Ormy, TX",16
Product & Logistics-Pleasantville,08-Nov-18,"Pleasanton, TX",172
DAL Global Services-Austin-Bergstrom,08-Nov-18,"Bergstrom AFB, TX",165
Alorica,07-Nov-18,"Beaumont, TX",367
Covia,06-Nov-18,"Voca, TX",93
Boeing - El Paso,05-Nov-18,"El Paso, TX",1
"XLC Services, LLC",05-Nov-18,"DeSoto, TX",150
Savers,02-Nov-18,"El Paso, TX",94
Star Shuttle,01-Nov-18,"San Antonio, TX",200
Coca Cola-Southwest Beverages,31-Oct-18,"Dallas, TX",97
"Neighbors Health, LLC.",29-Oct-18,"Houston, TX",56
Acme Brick-Round Rock,29-Oct-18,"Round Rock, TX",31
Acme Brick-Carrollton,29-Oct-18,"Carrollton, TX",42
Conduent,26-Oct-18,"Houston, TX",213
Siemens Energy Inc,25-Oct-18,"Houston, TX",200
Skinny IT,23-Oct-18,"Frisco, TX",8
Sears & Roebuck #01277 and #06409,18-Oct-18,"San Antonio, TX",89
"Del Monte Foods, Inc.",12-Oct-18,"Crystal City, TX",63
Alsco-Center Branch,09-Oct-18,"Houston, TX",145
Boeing - El Paso,03-Oct-18,"El Paso, TX",146
JP Morgan Chase & Co.-San Antonio,02-Oct-18,"San Antonio, TX",107
Austin American Statesman,28-Sep-18,"Austin, TX",25
Challenge Manufacturing-Lone Star Assembly Plant 6,26-Sep-18,"Irving, TX",89
Xome Realty Services,25-Sep-18,"Lewisville, TX",72
Ambit Management LLC,19-Sep-18,"Plano, TX",92
Boeing Company,14-Sep-18,"Houston, TX",1
JP Morgan Chase & Co.,13-Sep-18,"Houston, TX",102
Walmart #5324,12-Sep-18,"San Antonio, TX",77
102,05-Sep-18,"San Angelo, TX",69
LGSTX Distribution Services,05-Sep-18,"DFW Airport, TX",259
Boon Group,04-Sep-18,"Austin, TX",81
"Tribune Broadcasting Company, LLC-KDAF",01-Sep-18,"Dallas, TX",68
Tribune Broadcasting Co. - KIAH,01-Sep-18,"Houston, TX",52
Sears Auto Center #06577,24-Aug-18,"Houston, TX",11
Sears & Roebuck #01067,24-Aug-18,"Houston, TX",89
"ABM Aviation, Inc.",20-Aug-18,"DFW Airport, TX",600
Alsco-Blankenship Branch,09-Aug-18,"Houston, TX",120
XPO Logistics Supply Chain,09-Aug-18,"Coppell, TX",67
Williamson-Dickie,09-Aug-18,"Uvalde, TX",156
Inserso-Global Services Center,01-Aug-18,"San Antonio, TX",67
General Dynamics-CSRA,01-Aug-18,"Fort Hood, TX",77
Rexam Beverage Can,31-Jul-18,"Longview, TX",85
Argyle Security Group-,31-Jul-18,"San Antonio, TX",32
Rexam Beverage Can,31-Jul-18,"Longview, TX",85
"MV Transportation, Inc.-Austin",30-Jul-18,"Austin, TX",212
"ATP2, LLC-Financial Service Center",28-Jul-18,"Austin, TX",188
"ATP2, LLC-Financial Service Center",28-Jul-18,"Austin, TX",71
Capital One-Plano,26-Jul-18,"Plano, TX",286
"Atlassian, Inc.",26-Jul-18,"Austin, TX",101
Capital One-Plano,26-Jul-18,"Plano, TX",286
DaVita Rx,26-Jul-18,"Coppell, TX",869
"Atlassian, Inc.",26-Jul-18,"Austin, TX",101
Monogram Foods-Monogram Pet Treats,18-Jul-18,"Schulenburg, TX",84
Wellbridge Healthcare Plano,12-Jul-18,"Plano, TX",96
Wellbridge Healthcare San Marcos,12-Jul-18,"San Marcos, TX",61
Wellbridge Healthcare Ft. Worth,12-Jul-18,"Ft. Worth, TX",77
Koontz-Wagner,11-Jul-18,"Houston, TX",52
"Ricoh USA, Inc.",10-Jul-18,"Houston, TX",28
"Ricoh USA, Inc.-Nortwest Freeway",10-Jul-18,"Houston, TX",3
Stamford Memorial Hospital,06-Jul-18,"Stamford, TX",54
Packers Sanitation Services- Don Miguels Facility,06-Jul-18,"Dallas, TX",115
Walmart #474,20-Jun-18,"Edna, TX",88
Stamford Memorial Hospital,19-Jun-18,"Stamford, TX",29
"PPG Architectural Coastings Finishes, Inc.",18-Jun-18,"Houston, TX",52
"Account Control Technology, Inc.-Dallas",15-Jun-18,"Dallas, TX",100
"Account Control Technology, Inc.-San Angelo",15-Jun-18,"San Angelo, TX",72
"ECS Refining, Inc.",14-Jun-18,"Mesquite, TX",108
Baker Hughes-Schertz,06-Jun-18,"Schertz, TX",266
Kmart-Laredo,31-May-18,"Laredo, TX",79
Zachary Engineering Corp.,29-May-18,"Amarillo, TX",100
Boeing Company,18-May-18,"Houston, TX",1
"Restoration Hardware, Inc.",17-May-18,"Grand Prairie, TX",123
College Station Medical Center,16-May-18,"College Station, TX",80
College Station RHC Co. LLC,16-May-18,"Brenham, TX",88
Acuity Hospital of South TX,15-May-18,"San Antonio, TX",137
Bay Area Regional Medical Center,10-May-18,"Webster, TX",956
XTO Energy Inc.,09-May-18,"Ft. Worth, TX",1200
Trinity Steel Fabricators-Tomball,07-May-18,"Tomball, TX",158
Trinity Steel Fabricators-Corporate,07-May-18,"Houston, TX",20
"Genpact Mortgage Services, Inc.",04-May-18,"Richardson, TX",124
Aramark Campus Services-Texas Womans Univ.,04-May-18,"Denton, TX",110
KBR-Longview,03-May-18,"Longview, TX",229
Harman International,25-Apr-18,"Richardson, TX",17
Paramedics Plus,23-Apr-18,"Bellmead, TX",91
Arjo - Wetmore Rd,18-Apr-18,"San Antonio, TX",54
Boyd's Coffee,18-Apr-18,"Houston, TX",8
Arjo - Wetmore Rd,18-Apr-18,"San Antonio, TX",54
NRG Energy,17-Apr-18,"Houston, TX",8
Atlantic Coffee Solutions,16-Apr-18,"Houston, TX",279
Capital One Bank - Plano,11-Apr-18,"Plano, TX",102
Durham School Services-Justin,11-Apr-18,"Justin, TX",250
Vistra Energy- Dynegy Corporate Headquarters,11-Apr-18,"Houston, TX",308
Capital One Bank - Plano,11-Apr-18,"Plano, TX",102
Durham School Services-Justin,11-Apr-18,"Justin, TX",250
Vistra Energy- Dynegy Corporate Headquarters,11-Apr-18,"Houston, TX",308
Aramark Campus Services-Abilene Christian Univ.,09-Apr-18,"Abilene, TX",150
Aramark Facility Services-GM Arlington,05-Apr-18,"Arlington, TX",221
Borr Drilling Limited-Paragon Offshore Limited,05-Apr-18,"Houston, TX",66
"Baker Metal Products, Inc.",27-Mar-18,"Dallas, TX",44
Baker Metal Products-Merrell Rd.,27-Mar-18,"Dallas, TX",22
Baker Metal Products-Carrollton,27-Mar-18,"Carrollton, TX",11
Baker Metal Products-Willowbook,27-Mar-18,"Dallas, TX",2
"Baker Metal Products, Inc.",27-Mar-18,"Dallas, TX",44
Boyd's Coffee- San Antonio,23-Mar-18,"San Antonio, TX",2
Boyd's Coffee-Northlake,23-Mar-18,"Northlake, TX",1
"AT&T Communications, Inc.",22-Mar-18,"Houston, TX",117
Toys R Us -Distribution Center,15-Mar-18,"Midlothian, TX",137
NRG Energy,15-Mar-18,"Houston, TX",89
Bank of America-Amon Carter,27-Feb-18,"Ft. Worth, TX",87
"Jason Pharmaceuticals, Inc. dba Medifast",27-Feb-18,"Coppell, TX",66
"Arrow Electronics, Inc.-Dallas",23-Feb-18,"Dallas, TX",66
Capital One-Plano,22-Feb-18,"Plano, TX",103
Hart-Hanks-Texarkana,20-Feb-18,"Texarkana, TX",460
Jacobs Field Services NA- Celanese Pasadena,20-Feb-18,"Pasadena, TX",81
Nueterra-Cook Children's NE Hospital,19-Feb-18,"Hurst, TX",158
"Lufkin Industries, Inc. (GE Oil & Gas)-",16-Feb-18,"Lufkin, TX",78
Omni Hotels and Resorts,16-Feb-18,"Austin, TX",
Transamerica Life Insurance Co. - Plano,16-Feb-18,"Plano, TX",264
"Aptim Maintenance, LLC-Deer Park",16-Feb-18,"Deer Park, TX",327
"Brock Services, LLC-Celanese Clear Lake",16-Feb-18,"Pasadena, TX",88
"Brock Services, LLC-Celanese Bay City",16-Feb-18,"Bay City, TX",29
Harman International,16-Feb-18,"Richardson, TX",7
Jacobs Field Services NA-Celanese Bay City,14-Feb-18,"Bay City, TX",10
Jacobs Field Services NA-Celanese Bishop,14-Feb-18,"Bishop, TX",140
Cenveo Corp.-Ennis,13-Feb-18,"Ennis, TX",192
Jacobson Warehouse dba XPO Logistics Supply Chain,09-Feb-18,"Flower Mound, TX",58
Wells Fargo-San Antonio-Bankruptcy Group,07-Feb-18,"San Antonio, TX",73
"Aptim Maintenance, LLC-Gregory",01-Feb-18,"Gregory, TX",221
Academy Sports & Outdoors Headquarters,22-Jan-18,"Katy, TX",57
Northurp-Gruman Systems Corp.,18-Jan-18,"Fort Hood, TX",59
Success Partners-Plano,18-Jan-18,"Plano, TX",43
Success Parnters-Lake Dallas,18-Jan-18,"Lake Dallas, TX",15
Transcom Worldwide (US) Inc.,15-Jan-18,"San Antonio, TX",172
Dish Network-El Paso,12-Jan-18,"El Paso, TX",90
Maersk Oil Houston,12-Jan-18,"Houston, TX",84
Sam's Club #6416,11-Jan-18,"San Antonio, TX",163
Evolent Health,09-Jan-18,"Corpus Ch, TX",91
Sears Holdings - #01847,09-Jan-18,"Austin, TX",57
Sears Holdings - #02757,09-Jan-18,"Austin, TX",8
Aramark Facility Services-Valley Baptist Brownsville,04-Jan-18,"Brownsville, TX",50
"Ricoh USA, Inc.",03-Jan-18,"Houston, TX",150
"Parker School Uniforms, LLC",03-Jan-18,"Houston, TX",320
Assurant Mobile Solutions- BroadTech LLC,03-Jan-18,"Lewisville, TX",250
Aramark Facility Services- Valley Baptist Harlingen,29-Dec-17,"Harlingen, TX",160
Aramark Services-Baylor Scott & White,21-Dec-17,"Dallas, TX",105
Baylor Scott & White Medical Center,21-Dec-17,"Dallas, TX",711
Boeing Company,21-Dec-17,"Houston, TX",1
Noble Americas Corp.,13-Dec-17,"Houston, TX",67
AT&T - Dallas,14-Dec-17,"Dallas, TX",280
Harman International,19-Dec-17,"Richardson, TX",12
Lectrus Corporation,07-Dec-17,"Houston, TX",64
Crothall Healthcare-Bay Area Medical Center,06-Dec-17,"Webster, TX",94
Harden Pharmacy dba MBS Pharmacy-Ft. Worth,08-Dec-17,"Ft. Worth, TX",48
Harden Pharmacy dba MBS Pharmacy-Round Rock,08-Dec-17,"Round Rock, TX",92
Eaton Crouse-Hinds Division,20-Nov-17,"Houston, TX",52
Southstar LLC - Kroger Facility,17-Nov-17,"Keller, TX",690
Harman International,17-Nov-17,"Richardson, TX",6
Luminant Generation-Three Oaks Mine,15-Nov-17,"Elgin, TX",255
"Restoration Hardware, Inc.",13-Nov-17,"Grand Prairie, TX",54
Luminant Generation-Shadow Plant Unit 4 & 5,10-Nov-17,"Rockdale, TX",135
Luminant Generation Co. LLC,10-Nov-17,"Mount Pleasant, TX",192
CGI Federal Inc.,10-Nov-17,"San Antonio, TX",169
"Aptim Maintenance, LLC",08-Nov-17,"Texas City, TX",103
Capital One-Plano,08-Nov-17,"Plano, TX",768
Zenith Education Group - Houston,03-Nov-17,"Houston, TX",34
Zenith Education Group-Ft Worth,03-Nov-17,"Ft. Worth, TX",31
Zenith Education Group - Arlington,03-Nov-17,"Arlington, TX",30
East Houston Regional Medical Center,03-Nov-17,"Houston, TX",479
Zenith Education Group - Austin,03-Nov-17,"Austin, TX",28
Zenith Education Group - San Antonio,03-Nov-17,"San Antonio, TX",29
Overwatch Systems dba Textron Systems Advanced Information Solutions,02-Nov-17,"Austin, TX",46
Walmart #6589,02-Nov-17,"San Antonio, TX",67
"Dayton Superior, Inc. - New Braunfels",02-Nov-17,"New Braunfels, TX",90
"Clearwater Research, Inc.",27-Oct-17,"San Marcos, TX",2
PharMerica-#8888 Arlington Central Pharmacy,27-Oct-17,"Arlington, TX",20
PharMerica-#8840 Dallas-LTACH,27-Oct-17,"Dallas, TX",10
PharMerica-#8610 Dallas-KHPS,27-Oct-17,"Dallas, TX",10
First Data - Sugar Land,27-Oct-17,"Sugar Land, TX",406
PharMerica-#8649 Arlington KHPS,27-Oct-17,"Arlington, TX",2
"Cornbread Ventures, LP - Ztejas",23-Oct-17,"Austin, TX",24
Aramark-Aero Café,20-Oct-17,"Ft. Worth, TX",56
"BrandFX, LLC",19-Oct-17,"Ft. Worth, TX",60
Harman International,18-Oct-17,"Richardson, TX",39
National Lloyds-American Summit - NLASCO Services,06-Oct-17,"Waco, TX",78
L&W Group-Arlington Stamping,05-Oct-17,"Grand Prairie, TX",119
Atwood Oceanics Management,05-Oct-17,"Houston, TX",79
Kmart #9325,03-Oct-17,"El Paso, TX",67
Freeport-McMoRan Oil & Gas,02-Oct-17,"Houston, TX",1
Associated Air Center,29-Sep-17,"Dallas, TX",169
NRG Energy,27-Sep-17,"Houston, TX",84
M&G Resins USA LLC dba M&G Chemicals,25-Sep-17,"Corpus Ch, TX",100
Convergy's- Lubbock,25-Sep-17,"Lubbock, TX",406
"CB&I, Inc. - 850 Pine Street",22-Sep-17,"Beaumont, TX",455
Lakeside Country Club,21-Sep-17,"Houston, TX",148
Boeing Company,18-Sep-17,"Houston, TX",3
Harman International,15-Sep-17,"Richardson, TX",25
Fluor Enterprises-M&G Jumbo Project,15-Sep-17,"Corpus Ch, TX",274
AT&T-El Paso,13-Sep-17,"El Paso, TX",299
Palestine Regional Medical Center,11-Sep-17,"Palestine, TX",38
Palestin Regional Medical,11-Sep-17,"Palestine, TX",13
Freeport-McMoRan Oil & Gas,06-Sep-17,"Houston, TX",1
"Novitex Enterprise Solutions, Inc.",05-Sep-17,"Round Rock, TX",86
"Oracle America, Inc.",01-Sep-17,"Austin, TX",108
Superior Foods,25-Aug-17,"McAllen, TX",118
Color Spot Nurseries-Richmond,18-Aug-17,"Richmond, TX",142
Cheddar's Scratch Kitchen,14-Aug-17,"Irving, TX",69
Sunoco LP - Stripes LLC,14-Aug-17,"Corpus Ch, TX",110
M2 Services-Ft Hood,08-Aug-17,"Fort Hood, TX",101
Capital One-Beaumont,07-Aug-17,"Beaumont, TX",47
Rowan Companies,07-Aug-17,"Houston, TX",85
DSC Logistics Inc.-Dallas,07-Aug-17,"Dallas, TX",75
Andeavor,02-Aug-17,"San Antonio, TX",15
Harman International,01-Aug-17,"Richardson, TX",140
Samson Lone Star Facility,01-Aug-17,"Longview, TX",60
Snap Kitchen- Triangle Ave.,01-Aug-17,"Austin, TX",42
Snap Kitchen-Bee Cave Rd.,01-Aug-17,"Austin, TX",23
Snap Kitchen-Fountain View,01-Aug-17,"Houston, TX",84
Snap Kitchen-Kirby Dr.,01-Aug-17,"Houston, TX",17
Freeport-McMoRan Oil & Gas,01-Aug-17,"Houston, TX",5
24-7 Intouch,01-Aug-17,"Frisco, TX",200
"Aramark Sports and Entertainment Services of TX, LLC",31-Jul-17,"Houston, TX",166
Aramark-Wortham Theater,31-Jul-17,"Houston, TX",3
Aramark-Jones Hall,31-Jul-17,"Houston, TX",2
Aramark-Miller Theater,28-Jul-17,"Houston, TX",4
Albertsons #3571,27-Jul-17,"Ft. Worth, TX",61
"Xylem, Inc.",26-Jul-17,"Dallas, TX",85
TeleTech -Richardson,25-Jul-17,"Richardson, TX",358
Kindred Hospital-White Rock,24-Jul-17,"Dallas, TX",79
"BeautiControl, Inc.",20-Jul-17,"Carrollton, TX",77
"BeautiControl, Inc-Plano Pkwy",20-Jul-17,"Carrollton, TX",64
Convergy's- Lubbock,19-Jul-17,"Lubbock, TX",86
"Always Fresh, Inc.",19-Jul-17,"Fort Worth, TX",9
"Associated Wholesale Grocers, Inc.",19-Jul-17,"Ft. Worth, TX",199
Aramark - Brownsville,14-Jul-17,"Brownsville, TX",43
Aramark Corp,14-Jul-17,"Harlingen, TX",80
Walter Investment Management Corp-Dietech Financial-Irving,12-Jul-17,"Irving, TX",437
WestRock,11-Jul-17,"Waxahachie, TX",145
CoreCivic-Lindsay State Jail,06-Jul-17,"Jacksboro, TX",169
CoreCivic-Willacy State Jail,03-Jul-17,"Raymondville, TX",157
CoreCivic-Bradshaw State,03-Jul-17,"Henderson, TX",192
Freeport-McMoRan Oil & Gas,01-Jul-17,"Houston, TX",25
Dollar Express-#4406,30-Jun-17,"El Paso, TX",7
Boeing Company,30-Jun-17,"Houston, TX",3
Corix Utility Services,23-Jun-17,"Austin, TX",49
Sears Holdings - #06197,22-Jun-17,"Houston, TX",8
Sears Holdings - #06899,22-Jun-17,"Friendswood, TX",8
Sears Holdings -#01197,22-Jun-17,"Houston, TX",96
Sears Holdings-#01257,22-Jun-17,"Friendswood, TX",69
Ignite Restaurant Group,22-Jun-17,"Houston, TX",87
Hyatt Corp dba Trvaasa Austin,20-Jun-17,"Austin, TX",114
Rowan Companies,20-Jun-17,"Houston, TX",50
"Brock Services, LLC - TX Eastman",15-Jun-17,"Longview, TX",226
GE Manufacturing Services - GEMS,15-Jun-17,"Ft. Worth, TX",19
XTO Energy Inc.,02-Jun-17,"Ft. Worth, TX",67
XTO Energy Inc.,02-Jun-17,"Ft. Worth, TX",67
Freeport-McMoRan Oil & Gas,01-Jun-17,"Houston, TX",26
East Texas Medical Center- Trinity,31-May-17,"Trinity, TX",60
Boeing Company,29-May-17,"Houston, TX",2
Kellogg Co. - Houston Distribution Center,26-May-17,"Houston, TX",220
Kellogg Co. - Dallas Distribution Center,26-May-17,"Ft. Worth, TX",201
Rowan Companies,24-May-17,"Houston, TX",100
Macy's-Temple,23-May-17,"Temple, TX",56
Aramark-Univ. of Houston,23-May-17,"Houston, TX",407
Color Spot Nurseries - Sanger,22-May-17,"Sanger, TX",65
Randalls-Houston Distribution Center,16-May-17,"Houston, TX",199
Randalls-Houston Division,16-May-17,"Houston, TX",134
"Delek US Holdings, Inc.-Alon USA Energy, Inc.",15-May-17,"Dallas, TX",92
LifeCare Hospitals of S. TX-N. Jackson,12-May-17,"McAllen, TX",166
LifeCare Hospitals of S. TX-South M St.,12-May-17,"McAllen, TX",39
Leggett & Platt-Dallas,12-May-17,"Dallas, TX",59
"Trelleborg Offshore US, Inc.-Rankin Road",11-May-17,"Houston, TX",60
Ingram Micro-Touchstone Wireless Repair and Logistics,10-May-17,"Ft. Worth, TX",140
Capitol Wright Dist-New Braunfels Facility,05-May-17,"New Braunfels, TX",79
Capitol Wright Dist - Bastrop Facility,05-May-17,"Bastrop, TX",63
Maximus-Austin,01-May-17,"Austin, TX",88
Triumph Southwest LP dba Kindred Hospital Town & Country,28-Apr-17,"Houston, TX",133
Freeport-McMoRan Oil & Gas,28-Apr-17,"Houston, TX",25
"Zachry Industrial, Inc-Phillips 66-Sweeny Refinery",28-Apr-17,"Old Ocean, TX",204
"World Wide Technology, Inc.",27-Apr-17,"Lewisville, TX",156
Boeing Company,25-Apr-17,"Houston, TX",1
CoreCivic-Bartlett State Jail,25-Apr-17,"Bartlett, TX",181
"United Group Service, Inc. (Pinnacle Partner Solutions",24-Apr-17,"Lake Dallas, TX",12
Management & Training Corp-West TX Intermediate Sanction Facility,21-Apr-17,"Brownfield, TX",64
Management & Training Corp-Bridgeport,21-Apr-17,"Bridgeport, TX",41
DaVita Rx,19-Apr-17,"Coppell, TX",7
The Houston City Club,11-Apr-17,"Houston, TX",128
Freeport-McMoRan Oil & Gas,06-Apr-17,"Houston, TX",24
Dollar Express - #5276,03-Apr-17,"El Paso, TX",5
"Orange Lake Country Club, Inc.-North Richland Hills Call Center",03-Apr-17,"Richland Hills, TX",60
Dollar Express-Brownsville,30-Mar-17,"Brownsville, TX",7
Dollar Express-Eagle Pass,30-Mar-17,"Eagle Pass, TX",8
Dollar Express-#4847,30-Mar-17,"Ft. Worth, TX",7
Dollar Express-Lubbock,30-Mar-17,"Lubbock, TX",5
Dollar Express - #4720,30-Mar-17,"El Paso, TX",8
Dollar Express - #7347,30-Mar-17,"Houston, TX",8
Dollar Express-Beaumont,30-Mar-17,"Beaumont, TX",6
Dollar Express-#1758.,30-Mar-17,"San Antonio, TX",5
Dollar Express - #8701,30-Mar-17,"Houston, TX",8
Dollar Express #1818,30-Mar-17,"San Antonio, TX",13
Dollar Express- Corpus Christi,30-Mar-17,"Corpus Ch, TX",9
Dollar Express-Dallas,30-Mar-17,"Dallas, TX",9
Dollar Express-Balch Springs,30-Mar-17,"Balch Springs, TX",7
Dollar Express - #11578,30-Mar-17,"Ft. Worth, TX",5
Dollar Express -Odessa,30-Mar-17,"Odessa, TX",7
Dollar Express - #4608,30-Mar-17,"Houston, TX",8
Dollar Express-#2333,30-Mar-17,"Houston, TX",7
Dollar Express-Pasadena,30-Mar-17,"Pasadena, TX",6
General Dynamics IT-Waco,30-Mar-17,"Waco, TX",840
Dollar Express-#4624,30-Mar-17,"Houston, TX",8
Dollar Express-Arlington,30-Mar-17,"Arlington, TX",9
DynCorp Technical Services LLC-Ellington Field,29-Mar-17,"Houston, TX",156
Camelot Education-Beechnut Acadeny,28-Mar-17,"Austin, TX",71
Aramark-Southern Methodist Univ.,27-Mar-17,"Dallas, TX",159
bebe Stores-Houston Premium Outlets,24-Mar-17,"Cypress, TX",17
bebe Stores -Baybrook Mall,24-Mar-17,"Friendswood, TX",8
bebe Stores Houston Galleria,24-Mar-17,"Houston, TX",24
Radio Shack Corporation,24-Mar-17,"Ft. Worth, TX",150
bebe Stores - Willowbrook Mall,24-Mar-17,"Houston, TX",10
Marriott Hotel Services,22-Mar-17,"Irving, TX",240
Noble Energy - CWEI,08-Mar-17,"Midland, TX",123
Freeport-McMoRan Oil & Gas,03-Mar-17,"Houston, TX",20
BCFS Health and Human Services-National Call Center,03-Mar-17,"San Antonio, TX",95
CoreCivic-Edna Detention Center,02-Mar-17,"Eden, TX",270
Whole Foods Market-Bolm Rd.,02-Mar-17,"Austin, TX",40
Cempra Pharmaceuticals-San Antonio,27-Feb-17,"San Antonio, TX",1
Cempra Pharmaceuticals - Colleyville,27-Feb-17,"Colleyville, TX",1
Cempra Pharmaceuticals - Flower Mound,27-Feb-17,"Flower Mound, TX",1
Cempra Pharmaceuticals - Houston,27-Feb-17,"Houston, TX",1
Pentair Thermal Management,21-Feb-17,"Houston, TX",51
Gulf Marine Fabricators - Aransas Pass,21-Feb-17,"Aransas Pass, TX",19
Skyline Homette Corporation,14-Feb-17,"Mansfield, TX",
Boeing Company,10-Feb-17,"Houston, TX",1
Forex Capital Markets LLC-FXCM Global Services,10-Feb-17,"Plano, TX",56
Teleperformance USA - Abilene2,10-Feb-17,"Abilene, TX",274
Chi St. Luke's Health-Conroe,09-Feb-17,"Conroe, TX",26
Chi St. Luke's Health-Woodlands,09-Feb-17,"Woodlands, TX",29
Chi St. Luke's Health-The Woodlands,09-Feb-17,"The Woodlands, TX",27
Chi St. Luke's Health-Woodlands,06-Feb-17,"Woodlands, TX",7
Anadarko Petroleum - Carrizo Springs,03-Feb-17,"Carrizo Springs, TX",85
Aramark Corp,03-Feb-17,"Harlingen, TX",45
Fidelity Investments-Grapevine,03-Feb-17,"Grapevine, TX",98
GE Manufacturing Services - GEMS,01-Feb-17,"Ft. Worth, TX",208
Endurance International Group,31-Jan-17,"Austin, TX",90
Freeport-McMoRan Oil & Gas,31-Jan-17,"Houston, TX",36
Penske Vehicle Services-Austin,30-Jan-17,"Austin, TX",2
Penske Vehicle Services,30-Jan-17,"Irving, TX",4
Maximus-Irving,29-Jan-17,"Irving, TX",56
Mission Solar Energy,27-Jan-17,"San Antonio, TX",170
Atwood Oceanics Management,27-Jan-17,"Houston, TX",60
AT&T- Support Services-Attsco,27-Jan-17,"Richardson, TX",54
Qualfon,27-Jan-17,"Harlingen, TX",58
Aramark - Brownsville,26-Jan-17,"Brownsville, TX",19
CSM Bakery Products,25-Jan-17,"Sugar Land, TX",147
Transocean Offshore Deepwater Drilling-Deepwater Asgard,25-Jan-17,"Houston, TX",110
Maxim Integrated-Dallas Alamo,20-Jan-17,"Dallas, TX",107
Red River Army Depot-Texarkana,20-Jan-17,"Texarkana, TX",62
"University General Hospital, LLC dba Foundation Surgical Hospital",17-Jan-17,"Houston, TX",252
Convergys Corporation,17-Jan-17,"Laredo, TX",285
Baptist Hospitals of SE TX,13-Jan-17,"Orange, TX",18
Transocean Offshore Deepwater Drilling-Development Driller III,12-Jan-17,"Houston, TX",80
Albertsons #4193,11-Jan-17,"Watauga, TX",73
"Swift Energy Operating, LLC",10-Jan-17,"Houston, TX",56
"Security Specialists, Inc.",10-Jan-17,"Ft. Worth, TX",89
MD Anderson Cancer Center-Michale E. Keeling Center,05-Jan-17,"Bastrop, TX",5
MD Anderson Cancer Center- Virginia Harris Cockrell Center,05-Jan-17,"Smithville, TX",2
CompuCom-Plano,04-Jan-17,"Plano, TX",144
Macy's-Collin Creek Mall,04-Jan-17,"Plano, TX",119
Macy's-Pasadena,04-Jan-17,"Pasadena, TX",83
Macy's - West Oaks Mall,04-Jan-17,"Houston, TX",144
Macy's - El Paso,04-Jan-17,"El Paso, TX",83
